"date","lon","lat","id","pt","sst","sf","at","af"
1997-12-10 05:33:00,-55.83,45.23,"18  14553",17,3.3,1,NA,15
1997-12-10 06:53:00,-55.83,45.39,"18  14553",17,4.6,1,NA,15
1997-12-11 10:20:00,-57.58,45.07,"18  14553",17,4.1,1,NA,15
1997-12-11 18:34:00,-58.51,44.47,"18  14553",17,3.9,1,NA,15
1997-12-12 02:04:00,-59.18,45.16,"18  14553",17,3.9,1,NA,15
1997-12-12 05:13:00,-59.52,45.49,"18  14553",17,3.7,1,NA,15
1997-12-12 06:56:00,-59.7,45.66,"18  14553",17,3,1,NA,15
1997-12-12 08:27:00,-59.85,45.82,"18  14553",17,3.9,1,NA,15
1997-12-12 14:07:00,-55.85,47.38,"18  13027",17,4.1,1,NA,15
1997-12-13 21:20:00,-52.59,47.55,"18  14554",17,2.2,1,0,1
1997-12-15 10:45:00,-55.83,47.42,"18  13027",17,4.2,1,NA,15
1997-12-18 13:06:00,-56.01,47.43,"18  13027",17,3.9,1,NA,15
1997-12-20 09:54:00,-52.59,47.55,"18  14550",17,1.6,1,-0.4,1
1997-12-20 17:45:00,-52.59,47.55,"18  14554",17,1.8,1,-2,1
1997-12-01 21:36:00,-50.86,42.29,"15819",18,3.2,1,NA,15
1997-12-05 04:48:00,-58.96,42.35,"31  17168",18,9.8,1,NA,15
1997-12-06 00:00:00,-58.78,46.85,"31  17209",18,4.4,1,NA,15
1997-12-07 07:12:00,-52.84,43.05,"31  17201",18,5,1,NA,15
1997-12-15 07:12:00,-59.7,42.74,"31  17168",18,9.4,1,NA,15
1997-12-16 00:00:00,-58.51,46.38,"31  17209",18,3.6,1,NA,15
1997-12-17 09:36:00,-50.88,42.01,"31  17201",18,3.5,1,NA,15
1997-12-25 07:12:00,-59.99,42.44,"31  17168",18,8.2,1,NA,15
1997-12-26 02:24:00,-59.15,45.73,"15854",18,2.8,1,NA,15
1997-12-30 20:00:00,-59.9,41.8,"44137",6,16.3,1,NA,15
1997-12-29 20:00:00,-59.9,41.8,"44137",6,16.3,1,NA,15
1997-12-27 20:00:00,-59.9,41.8,"44137",6,16.3,1,NA,15
1997-12-14 22:00:00,-59.9,41.8,"44137",6,16.2,1,NA,15
1997-12-23 20:00:00,-59.9,41.8,"44137",6,16.3,1,NA,15
1997-12-16 19:00:00,-59.9,41.8,"44137",6,16.4,1,NA,15
1997-12-03 22:00:00,-59.9,41.8,"44137",6,16.2,1,NA,15
1997-12-28 20:00:00,-59.9,41.8,"44137",6,16.3,1,NA,15
1997-12-02 22:00:00,-59.9,41.8,"44137",6,16.2,1,NA,15
1997-12-04 22:00:00,-59.9,41.8,"44137",6,16.2,1,NA,15
1997-12-10 22:00:00,-59.9,41.8,"44137",6,16.2,1,NA,15
1997-12-24 20:00:00,-59.9,41.8,"44137",6,16.3,1,NA,15
1997-12-15 22:00:00,-59.9,41.8,"44137",6,16.2,1,NA,15
1997-12-21 20:00:00,-59.9,41.8,"44137",6,16.3,1,NA,15
1997-12-11 22:00:00,-59.9,41.8,"44137",6,16.2,1,NA,15
1997-12-26 20:00:00,-59.9,41.8,"44137",6,16.3,1,NA,15
1997-12-13 22:00:00,-59.9,41.8,"44137",6,16.2,1,NA,15
1997-12-01 22:00:00,-59.9,41.8,"44137",6,16.2,1,NA,15
1997-12-20 20:00:00,-59.9,41.8,"44137",6,16.3,1,NA,15
1997-12-25 20:00:00,-59.9,41.8,"44137",6,16.3,1,NA,15
1997-12-16 18:00:00,-59.9,41.8,"44137",6,19.1,1,NA,15
1997-12-30 07:00:00,-53.6,44.3,"44138",6,3,1,3,1
1997-12-31 20:00:00,-53.6,44.3,"44138",6,3.9,1,5.8,1
1997-12-30 05:00:00,-53.6,44.3,"44138",6,3.3,1,2.6,1
1997-12-30 20:00:00,-53.6,44.3,"44138",6,3.9,1,9,1
1997-12-29 19:00:00,-53.6,44.3,"44138",6,3.6,1,1.3,1
1997-12-31 08:00:00,-53.6,44.3,"44138",6,3.8,1,5.6,1
1997-12-30 09:00:00,-53.6,44.3,"44138",6,3.3,1,3.4,1
1997-12-31 18:00:00,-53.6,44.3,"44138",6,3.9,1,6.8,1
1997-12-31 12:00:00,-53.6,44.3,"44138",6,3.8,1,5,1
1997-12-30 10:00:00,-53.6,44.3,"44138",6,3.4,1,3.6,1
1997-12-30 18:00:00,-53.6,44.3,"44138",6,3.9,1,8,1
1997-12-31 07:00:00,-53.6,44.3,"44138",6,3.8,1,9,1
1997-12-29 17:00:00,-53.6,44.3,"44138",6,3.6,1,0.8,1
1997-12-29 15:00:00,-53.6,44.3,"44138",6,3.7,1,0.8,1
1997-12-29 22:00:00,-53.6,44.3,"44138",6,3.4,1,1.4,1
1997-12-31 05:00:00,-53.6,44.3,"44138",6,4,1,9,1
1997-12-30 17:00:00,-53.6,44.3,"44138",6,3.9,1,6.6,1
1997-12-31 10:00:00,-53.6,44.3,"44138",6,3.8,1,4.4,1
1997-12-30 22:00:00,-53.6,44.3,"44138",6,4,1,9.8,1
1997-12-30 12:00:00,-53.6,44.3,"44138",6,3.6,1,4,1
1997-12-31 17:00:00,-53.6,44.3,"44138",6,3.8,1,7.3,1
1997-12-29 20:00:00,-53.6,44.3,"44138",6,3.4,1,1.3,1
1997-12-08 08:00:00,-53.6,44.3,"44138",6,6.1,1,6.3,1
1997-12-14 23:00:00,-53.6,44.3,"44138",6,5.5,1,4,1
1997-12-17 19:00:00,-53.6,44.3,"44138",6,5,1,5,1
1997-12-24 09:00:00,-53.6,44.3,"44138",6,4.1,1,-1,1
1997-12-26 17:00:00,-53.6,44.3,"44138",6,4.4,1,6.6,1
1997-12-08 12:00:00,-53.6,44.3,"44138",6,5.9,1,6.3,1
1997-12-25 12:00:00,-53.6,44.3,"44138",6,4.3,1,3.3,1
1997-12-26 08:00:00,-53.6,44.3,"44138",6,4.3,1,4.4,1
1997-12-12 22:00:00,-53.6,44.3,"44138",6,5.4,1,1.6,1
1997-12-03 17:00:00,-53.6,44.3,"44138",6,6.5,1,6.4,1
1997-12-27 20:00:00,-53.6,44.3,"44138",6,4.4,1,5,1
1997-12-20 12:00:00,-53.6,44.3,"44138",6,5.3,1,4.8,1
1997-12-15 11:00:00,-53.6,44.3,"44138",6,5.4,1,3.3,1
1997-12-11 05:00:00,-53.6,44.3,"44138",6,6.4,1,4.8,1
1997-12-17 06:00:00,-53.6,44.3,"44138",6,4.8,1,1.3,1
1997-12-13 07:00:00,-53.6,44.3,"44138",6,5.3,1,1.8,1
1997-12-28 10:00:00,-53.6,44.3,"44138",6,4.4,1,7,1
1997-12-04 10:00:00,-53.6,44.3,"44138",6,6.1,1,5.8,1
1997-12-02 11:00:00,-53.6,44.3,"44138",6,7.3,1,10.6,1
1997-12-28 19:00:00,-53.6,44.3,"44138",6,4.2,1,10.4,1
1997-12-22 10:00:00,-53.6,44.3,"44138",6,4.1,1,1,1
1997-12-28 23:00:00,-53.6,44.3,"44138",6,4.1,1,10.6,1
1997-12-21 18:00:00,-53.6,44.3,"44138",6,4.6,1,0.8,1
1997-12-18 23:00:00,-53.6,44.3,"44138",6,5,1,3.3,1
1997-12-04 21:00:00,-53.6,44.3,"44138",6,5.9,1,5.4,1
1997-12-05 13:00:00,-53.6,44.3,"44138",6,NA,15,NA,15
1997-12-24 05:00:00,-53.6,44.3,"44138",6,4.1,1,-1.6,1
1997-12-11 20:00:00,-53.6,44.3,"44138",6,6,1,2.8,1
1997-12-20 21:00:00,-53.6,44.3,"44138",6,5.3,1,2.6,1
1997-12-23 11:00:00,-53.6,44.3,"44138",6,4.2,1,-4.6,2
1997-12-18 15:00:00,-53.6,44.3,"44138",6,5,1,NA,15
1997-12-16 10:00:00,-53.6,44.3,"44138",6,5,1,-1.6,1
1997-12-05 05:00:00,-53.6,44.3,"44138",6,5.9,1,5.6,1
1997-12-15 16:00:00,-53.6,44.3,"44138",6,5.4,1,-0.6,1
1997-12-18 19:00:00,-53.6,44.3,"44138",6,5,1,4,1
1997-12-05 18:00:00,-53.6,44.3,"44138",6,5.9,1,4.4,1
1997-12-12 18:00:00,-53.6,44.3,"44138",6,5.5,1,0.8,1
1997-12-12 05:00:00,-53.6,44.3,"44138",6,6.2,1,3.3,1
1997-12-25 08:00:00,-53.6,44.3,"44138",6,4.1,1,2.6,1
1997-12-01 13:00:00,-53.6,44.3,"44138",6,5.5,1,4.8,1
1997-12-16 19:00:00,-53.6,44.3,"44138",6,4.9,1,0,1
1997-12-27 07:00:00,-53.6,44.3,"44138",6,4.4,1,5.3,1
1997-12-27 16:00:00,-53.6,44.3,"44138",6,4.4,1,5.4,1
1997-12-13 16:00:00,-53.6,44.3,"44138",6,5.3,1,2.3,1
1997-12-26 22:00:00,-53.6,44.3,"44138",6,4.5,1,5.4,1
1997-12-06 19:00:00,-53.6,44.3,"44138",6,6.4,1,8.3,1
1997-12-27 12:00:00,-53.6,44.3,"44138",6,4.2,1,6,1
1997-12-09 23:00:00,-53.6,44.3,"44138",6,6.6,1,4.4,1
1997-12-09 10:00:00,-53.6,44.3,"44138",6,6.8,1,4.3,1
1997-12-18 09:00:00,-53.6,44.3,"44138",6,5,1,6.6,1
1997-12-07 20:00:00,-53.6,44.3,"44138",6,5.9,1,6.6,1
1997-12-22 05:00:00,-53.6,44.3,"44138",6,4.1,1,1.3,1
1997-12-07 12:00:00,-53.6,44.3,"44138",6,6.4,1,10.3,1
1997-12-13 12:00:00,-53.6,44.3,"44138",6,5.3,1,2.3,1
1997-12-01 06:00:00,-53.6,44.3,"44138",6,5.9,1,5.4,1
1997-12-01 17:00:00,-53.6,44.3,"44138",6,5.7,1,5.6,1
1997-12-10 21:00:00,-53.6,44.3,"44138",6,6.7,1,4.8,1
1997-12-25 22:00:00,-53.6,44.3,"44138",6,4.2,1,3,1
1997-12-19 21:00:00,-53.6,44.3,"44138",6,4.7,1,1,1
1997-12-03 22:00:00,-53.6,44.3,"44138",6,6.6,1,6,1
1997-12-07 16:00:00,-53.6,44.3,"44138",6,6.2,1,6,1
1997-12-24 19:00:00,-53.6,44.3,"44138",6,4.1,1,2.3,1
1997-12-14 18:00:00,-53.6,44.3,"44138",6,5.5,1,4.6,1
1997-12-13 20:00:00,-53.6,44.3,"44138",6,5.7,1,2,1
1997-12-05 08:00:00,-53.6,44.3,"44138",6,5.9,1,5,1
1997-12-06 11:00:00,-53.6,44.3,"44138",6,6.3,1,4.3,1
1997-12-17 20:00:00,-53.6,44.3,"44138",6,5,1,5.4,1
1997-12-16 06:00:00,-53.6,44.3,"44138",6,5.1,1,-1.3,1
1997-12-05 19:00:00,-53.6,44.3,"44138",6,5.9,1,4.6,1
1997-12-07 08:00:00,-53.6,44.3,"44138",6,6.3,1,6.6,1
1997-12-09 19:00:00,-53.6,44.3,"44138",6,6.5,1,4.3,1
1997-12-09 09:00:00,-53.6,44.3,"44138",6,6.8,1,3.8,1
1997-12-15 21:00:00,-53.6,44.3,"44138",6,5.3,1,0,1
1997-12-14 05:00:00,-53.6,44.3,"44138",6,5.8,1,3.4,1
1997-12-27 21:00:00,-53.6,44.3,"44138",6,4.4,1,4.8,1
1997-12-26 09:00:00,-53.6,44.3,"44138",6,4.3,1,4.6,1
1997-12-29 05:00:00,-53.6,44.3,"44138",6,4,1,3.3,1
1997-12-23 07:00:00,-53.6,44.3,"44138",6,4,1,-3.3,1
1997-12-28 06:00:00,-53.6,44.3,"44138",6,4.3,1,5,1
1997-12-23 16:00:00,-53.6,44.3,"44138",6,4.1,1,-6.6,2
1997-12-19 17:00:00,-53.6,44.3,"44138",6,4.6,1,0.8,1
1997-12-20 15:00:00,-53.6,44.3,"44138",6,5.4,1,4.8,1
1997-12-13 08:00:00,-53.6,44.3,"44138",6,5.4,1,1.8,1
1997-12-28 11:00:00,-53.6,44.3,"44138",6,4.3,1,9.3,1
1997-12-09 06:00:00,-53.6,44.3,"44138",6,6.7,1,2.4,1
1997-12-02 18:00:00,-53.6,44.3,"44138",6,6.9,1,9,1
1997-12-21 10:00:00,-53.6,44.3,"44138",6,4.6,1,1.3,1
1997-12-03 18:00:00,-53.6,44.3,"44138",6,6.6,1,6,1
1997-12-12 10:00:00,-53.6,44.3,"44138",6,5.8,1,2.6,1
1997-12-10 17:00:00,-53.6,44.3,"44138",6,6.9,1,5,1
1997-12-21 22:00:00,-53.6,44.3,"44138",6,4.1,1,0.6,1
1997-12-09 15:00:00,-53.6,44.3,"44138",6,6.4,1,4,1
1997-12-03 10:00:00,-53.6,44.3,"44138",6,7,1,6,1
1997-12-22 18:00:00,-53.6,44.3,"44138",6,4.1,1,1,1
1997-12-15 08:00:00,-53.6,44.3,"44138",6,5.4,1,4.3,1
1997-12-17 16:00:00,-53.6,44.3,"44138",6,5,1,4.3,1
1997-12-20 22:00:00,-53.6,44.3,"44138",6,5.2,1,2.6,1
1997-12-19 13:00:00,-53.6,44.3,"44138",6,4.7,1,1.6,1
1997-12-24 06:00:00,-53.6,44.3,"44138",6,4.1,1,-1.4,1
1997-12-23 21:00:00,-53.6,44.3,"44138",6,4.1,1,-4,1
1997-12-04 18:00:00,-53.6,44.3,"44138",6,6,1,5.4,1
1997-12-10 13:00:00,-53.6,44.3,"44138",6,6.7,1,5.6,1
1997-12-27 17:00:00,-53.6,44.3,"44138",6,4.4,1,5.3,1
1997-12-18 20:00:00,-53.6,44.3,"44138",6,4.9,1,3.6,1
1997-12-16 20:00:00,-53.6,44.3,"44138",6,4.9,1,-0.3,1
1997-12-08 22:00:00,-53.6,44.3,"44138",6,6,1,3,1
1997-12-25 09:00:00,-53.6,44.3,"44138",6,4.2,1,3,1
1997-12-18 10:00:00,-53.6,44.3,"44138",6,5,1,6.6,1
1997-12-04 07:00:00,-53.6,44.3,"44138",6,6.2,1,6,1
1997-12-06 05:00:00,-53.6,44.3,"44138",6,5.9,1,4,1
1997-12-14 10:00:00,-53.6,44.3,"44138",6,5.7,1,5.8,1
1997-12-09 11:00:00,-53.6,44.3,"44138",6,6.7,1,4.3,1
1997-12-24 11:00:00,-53.6,44.3,"44138",6,4.1,1,-0.4,1
1997-12-19 09:00:00,-53.6,44.3,"44138",6,5.1,1,2.8,1
1997-12-21 07:00:00,-53.6,44.3,"44138",6,4.6,1,1.3,1
1997-12-11 17:00:00,-53.6,44.3,"44138",6,6,1,2.6,1
1997-12-17 12:00:00,-53.6,44.3,"44138",6,4.8,1,3.4,1
1997-12-06 16:00:00,-53.6,44.3,"44138",6,6.3,1,5,1
1997-12-26 10:00:00,-53.6,44.3,"44138",6,4.3,1,4.8,1
1997-12-14 19:00:00,-53.6,44.3,"44138",6,5.6,1,5,1
1997-12-25 16:00:00,-53.6,44.3,"44138",6,4.4,1,3.6,1
1997-12-10 09:00:00,-53.6,44.3,"44138",6,6.8,1,5.4,1
1997-12-13 21:00:00,-53.6,44.3,"44138",6,5.7,1,1.8,1
1997-12-06 12:00:00,-53.6,44.3,"44138",6,6.4,1,4.8,1
1997-12-15 22:00:00,-53.6,44.3,"44138",6,5.3,1,0.4,1
1997-12-26 19:00:00,-53.6,44.3,"44138",6,4.4,1,6.4,1
1997-12-05 21:00:00,-53.6,44.3,"44138",6,5.9,1,4.6,1
1997-12-01 21:00:00,-53.6,44.3,"44138",6,7.1,1,6.6,1
1997-12-28 07:00:00,-53.6,44.3,"44138",6,4.3,1,4.6,1
1997-12-23 08:00:00,-53.6,44.3,"44138",6,4,1,-3.6,1
1997-12-02 05:00:00,-53.6,44.3,"44138",6,7.2,1,9.6,1
1997-12-05 06:00:00,-53.6,44.3,"44138",6,5.9,1,5.4,1
1997-12-20 09:00:00,-53.6,44.3,"44138",6,5.3,1,4.6,1
1997-12-07 09:00:00,-53.6,44.3,"44138",6,6.3,1,6.3,1
1997-12-08 10:00:00,-53.6,44.3,"44138",6,5.8,1,6.3,1
1997-12-28 21:00:00,-53.6,44.3,"44138",6,4.2,1,10.4,1
1997-12-20 19:00:00,-53.6,44.3,"44138",6,5.3,1,3.6,1
1997-12-22 12:00:00,-53.6,44.3,"44138",6,4.1,1,1.6,1
1997-12-18 06:00:00,-53.6,44.3,"44138",6,4.9,1,6.4,1
1997-12-14 06:00:00,-53.6,44.3,"44138",6,5.8,1,4.4,1
1997-12-09 07:00:00,-53.6,44.3,"44138",6,6.8,1,3,1
1997-12-02 15:00:00,-53.6,44.3,"44138",6,7,1,8,1
1997-12-06 06:00:00,-53.6,44.3,"44138",6,5.9,1,4,1
1997-12-02 09:00:00,-53.6,44.3,"44138",6,7.2,1,10.6,1
1997-12-08 06:00:00,-53.6,44.3,"44138",6,6,1,6.4,1
1997-12-11 07:00:00,-53.6,44.3,"44138",6,6.1,1,4.8,1
1997-12-17 08:00:00,-53.6,44.3,"44138",6,4.8,1,1.6,1
1997-12-16 16:00:00,-53.6,44.3,"44138",6,4.9,1,0.4,1
1997-12-21 05:00:00,-53.6,44.3,"44138",6,4.7,1,1.4,1
1997-12-01 11:00:00,-53.6,44.3,"44138",6,5.5,1,5,1
1997-12-02 12:00:00,-53.6,44.3,"44138",6,7.3,1,11.4,1
1997-12-21 20:00:00,-53.6,44.3,"44138",6,4.2,1,1,1
1997-12-24 16:00:00,-53.6,44.3,"44138",6,4.1,1,1.3,1
1997-12-27 09:00:00,-53.6,44.3,"44138",6,4.3,1,5.4,1
1997-12-28 17:00:00,-53.6,44.3,"44138",6,4.2,1,12,1
1997-12-03 07:00:00,-53.6,44.3,"44138",6,7,1,5.8,1
1997-12-17 17:00:00,-53.6,44.3,"44138",6,5,1,4.4,1
1997-12-15 09:00:00,-53.6,44.3,"44138",6,5.4,1,4,1
1997-12-13 05:00:00,-53.6,44.3,"44138",6,5.4,1,2,1
1997-12-11 22:00:00,-53.6,44.3,"44138",6,6,1,2.8,1
1997-12-15 18:00:00,-53.6,44.3,"44138",6,5.3,1,-1.8,1
1997-12-26 06:00:00,-53.6,44.3,"44138",6,4.3,1,4.3,1
1997-12-04 08:00:00,-53.6,44.3,"44138",6,6.2,1,5.8,1
1997-12-12 20:00:00,-53.6,44.3,"44138",6,5.4,1,1.3,1
1997-12-16 12:00:00,-53.6,44.3,"44138",6,4.9,1,-1.3,1
1997-12-04 23:00:00,-53.6,44.3,"44138",6,6.1,1,5.3,1
1997-12-08 23:00:00,-53.6,44.3,"44138",6,6,1,3,1
1997-12-12 07:00:00,-53.6,44.3,"44138",6,6.2,1,3,1
1997-12-18 17:00:00,-53.6,44.3,"44138",6,5,1,6.3,1
1997-12-14 11:00:00,-53.6,44.3,"44138",6,5.7,1,6,1
1997-12-18 21:00:00,-53.6,44.3,"44138",6,4.9,1,3.6,1
1997-12-18 11:00:00,-53.6,44.3,"44138",6,5,1,6.6,1
1997-12-06 21:00:00,-53.6,44.3,"44138",6,6.4,1,7.4,1
1997-12-01 22:00:00,-53.6,44.3,"44138",6,7,1,6.8,1
1997-12-02 17:00:00,-53.6,44.3,"44138",6,6.9,1,8.8,1
1997-12-22 07:00:00,-53.6,44.3,"44138",6,4.1,1,1,1
1997-12-19 23:00:00,-53.6,44.3,"44138",6,4.7,1,1.6,1
1997-12-24 21:00:00,-53.6,44.3,"44138",6,4.1,1,2,1
1997-12-15 05:00:00,-53.6,44.3,"44138",6,5.5,1,4,1
1997-12-07 22:00:00,-53.6,44.3,"44138",6,6.1,1,6.6,1
1997-12-19 06:00:00,-53.6,44.3,"44138",6,5.2,1,3.3,1
1997-12-10 23:00:00,-53.6,44.3,"44138",6,6.7,1,4.8,1
1997-12-23 18:00:00,-53.6,44.3,"44138",6,4.1,1,-4.8,2
1997-12-25 18:00:00,-53.6,44.3,"44138",6,4.2,1,3.6,1
1997-12-26 20:00:00,-53.6,44.3,"44138",6,4.4,1,5.6,1
1997-12-27 23:00:00,-53.6,44.3,"44138",6,4.3,1,4.8,1
1997-12-25 06:00:00,-53.6,44.3,"44138",6,4.1,1,2.3,1
1997-12-29 09:00:00,-53.6,44.3,"44138",6,3.9,1,1.4,1
1997-12-29 11:00:00,-53.6,44.3,"44138",6,3.8,1,1.3,1
1997-12-29 07:00:00,-53.6,44.3,"44138",6,4,1,2,1
1997-12-29 12:00:00,-53.6,44.3,"44138",6,3.7,1,0.8,1
1997-12-16 08:00:00,-53.6,44.3,"44138",6,5.1,1,-1.6,1
1997-12-09 21:00:00,-53.6,44.3,"44138",6,6.6,1,4,1
1997-12-17 22:00:00,-53.6,44.3,"44138",6,5.1,1,5.6,1
1997-12-07 18:00:00,-53.6,44.3,"44138",6,6,1,5.8,1
1997-12-05 23:00:00,-53.6,44.3,"44138",6,5.9,1,4.6,1
1997-12-21 08:00:00,-53.6,44.3,"44138",6,4.6,1,1.4,1
1997-12-18 07:00:00,-53.6,44.3,"44138",6,5,1,6.6,1
1997-12-20 17:00:00,-53.6,44.3,"44138",6,5.3,1,4,1
1997-12-12 12:00:00,-53.6,44.3,"44138",6,5.7,1,2.4,1
1997-12-13 18:00:00,-53.6,44.3,"44138",6,5.6,1,2.3,1
1997-12-19 19:00:00,-53.6,44.3,"44138",6,4.7,1,1,1
1997-12-03 20:00:00,-53.6,44.3,"44138",6,6.4,1,6.3,1
1997-12-05 10:00:00,-53.6,44.3,"44138",6,6,1,4.6,1
1997-12-13 10:00:00,-53.6,44.3,"44138",6,5.3,1,2.3,1
1997-12-06 08:00:00,-53.6,44.3,"44138",6,5.9,1,4.4,1
1997-12-10 06:00:00,-53.6,44.3,"44138",6,6.8,1,4.6,1
1997-12-21 12:00:00,-53.6,44.3,"44138",6,4.6,1,0.8,1
1997-12-10 19:00:00,-53.6,44.3,"44138",6,6.8,1,5.3,1
1997-12-05 16:00:00,-53.6,44.3,"44138",6,5.9,1,4.8,1
1997-12-24 08:00:00,-53.6,44.3,"44138",6,4.1,1,-0.8,1
1997-12-09 17:00:00,-53.6,44.3,"44138",6,6.4,1,4,1
1997-12-27 10:00:00,-53.6,44.3,"44138",6,4.2,1,6,1
1997-12-07 06:00:00,-53.6,44.3,"44138",6,6,1,6.6,1
1997-12-14 16:00:00,-53.6,44.3,"44138",6,5.7,1,6.3,1
1997-12-22 16:00:00,-53.6,44.3,"44138",6,4.1,1,1,1
1997-12-15 19:00:00,-53.6,44.3,"44138",6,5.3,1,-1,1
1997-12-27 19:00:00,-53.6,44.3,"44138",6,4.4,1,5.4,1
1997-12-23 05:00:00,-53.6,44.3,"44138",6,4,1,-2.6,1
1997-12-02 20:00:00,-53.6,44.3,"44138",6,7,1,8.8,1
1997-12-23 23:00:00,-53.6,44.3,"44138",6,4.2,1,-4.3,1
1997-12-25 11:00:00,-53.6,44.3,"44138",6,4.3,1,3.3,1
1997-12-25 19:00:00,-53.6,44.3,"44138",6,4.1,1,3.3,1
1997-12-20 05:00:00,-53.6,44.3,"44138",6,4.7,1,3.4,1
1997-12-26 16:00:00,-53.6,44.3,"44138",6,4.4,1,6.8,1
1997-12-03 12:00:00,-53.6,44.3,"44138",6,6.9,1,5.8,1
1997-12-03 08:00:00,-53.6,44.3,"44138",6,7,1,5.4,1
1997-12-01 15:00:00,-53.6,44.3,"44138",6,5.6,1,4.8,1
1997-12-04 20:00:00,-53.6,44.3,"44138",6,5.9,1,5.6,1
1997-12-19 15:00:00,-53.6,44.3,"44138",6,4.6,1,1,1
1997-12-16 22:00:00,-53.6,44.3,"44138",6,4.8,1,0,1
1997-12-01 07:00:00,-53.6,44.3,"44138",6,5.8,1,5.6,1
1997-12-12 08:00:00,-53.6,44.3,"44138",6,6.2,1,2.6,1
1997-12-01 09:00:00,-53.6,44.3,"44138",6,5.9,1,5,1
1997-12-10 15:00:00,-53.6,44.3,"44138",6,6.8,1,5.4,1
1997-12-28 13:00:00,-53.6,44.3,"44138",6,NA,15,NA,15
1997-12-21 17:00:00,-53.6,44.3,"44138",6,4.6,1,0.4,1
1997-12-12 17:00:00,-53.6,44.3,"44138",6,5.6,1,0.8,1
1997-12-04 05:00:00,-53.6,44.3,"44138",6,6.2,1,6,1
1997-12-06 09:00:00,-53.6,44.3,"44138",6,5.9,1,4.4,1
1997-12-06 22:00:00,-53.6,44.3,"44138",6,6.5,1,7.4,1
1997-12-23 10:00:00,-53.6,44.3,"44138",6,4.1,1,-4.6,2
1997-12-19 11:00:00,-53.6,44.3,"44138",6,5.1,1,2.4,1
1997-12-11 19:00:00,-53.6,44.3,"44138",6,6,1,2.8,1
1997-12-22 08:00:00,-53.6,44.3,"44138",6,4.1,1,1.3,1
1997-12-14 21:00:00,-53.6,44.3,"44138",6,5.5,1,3.4,1
1997-12-08 20:00:00,-53.6,44.3,"44138",6,6,1,4.6,1
1997-12-15 06:00:00,-53.6,44.3,"44138",6,5.5,1,4,1
1997-12-24 13:00:00,-53.6,44.3,"44138",6,4.1,1,0.3,1
1997-12-10 11:00:00,-53.6,44.3,"44138",6,6.7,1,5.6,1
1997-12-25 20:00:00,-53.6,44.3,"44138",6,4.2,1,3,1
1997-12-23 19:00:00,-53.6,44.3,"44138",6,4.1,1,-4,1
1997-12-19 07:00:00,-53.6,44.3,"44138",6,5.2,1,3.3,1
1997-12-26 12:00:00,-53.6,44.3,"44138",6,4.4,1,5,1
1997-12-27 06:00:00,-53.6,44.3,"44138",6,4.5,1,5.4,1
1997-12-24 22:00:00,-53.6,44.3,"44138",6,4.1,1,2,1
1997-12-06 18:00:00,-53.6,44.3,"44138",6,6.4,1,6.8,1
1997-12-13 23:00:00,-53.6,44.3,"44138",6,5.5,1,2.4,1
1997-12-24 18:00:00,-53.6,44.3,"44138",6,4.1,1,1.8,1
1997-12-16 09:00:00,-53.6,44.3,"44138",6,5.1,1,-1.8,1
1997-12-17 23:00:00,-53.6,44.3,"44138",6,5,1,5.6,1
1997-12-04 16:00:00,-53.6,44.3,"44138",6,6,1,5.4,1
1997-12-14 08:00:00,-53.6,44.3,"44138",6,5.7,1,4.8,1
1997-12-07 19:00:00,-53.6,44.3,"44138",6,5.9,1,6.6,1
1997-12-28 09:00:00,-53.6,44.3,"44138",6,4.4,1,4.8,1
1997-12-16 18:00:00,-53.6,44.3,"44138",6,4.9,1,0.3,1
1997-12-01 19:00:00,-53.6,44.3,"44138",6,6.9,1,6.4,1
1997-12-08 16:00:00,-53.6,44.3,"44138",6,6.3,1,6,1
1997-12-11 09:00:00,-53.6,44.3,"44138",6,6,1,4.8,1
1997-12-04 12:00:00,-53.6,44.3,"44138",6,6.1,1,5.8,1
1997-12-05 11:00:00,-53.6,44.3,"44138",6,6,1,4.4,1
1997-12-10 07:00:00,-53.6,44.3,"44138",6,6.8,1,5.4,1
1997-12-02 07:00:00,-53.6,44.3,"44138",6,7.3,1,11,1
1997-12-07 11:00:00,-53.6,44.3,"44138",6,6.3,1,8.4,1
1997-12-03 05:00:00,-53.6,44.3,"44138",6,6.9,1,7.8,1
1997-12-20 07:00:00,-53.6,44.3,"44138",6,4.9,1,4.4,1
1997-12-17 10:00:00,-53.6,44.3,"44138",6,4.8,1,2.4,1
1997-12-11 15:00:00,-53.6,44.3,"44138",6,5.7,1,2.6,1
1997-12-20 11:00:00,-53.6,44.3,"44138",6,5.3,1,4.6,1
1997-12-05 14:00:00,-56.2,42.1,"44141",6,14.3,1,8.4,1
1997-12-06 19:00:00,-56.2,42.1,"44141",6,16.1,1,12.3,1
1997-12-04 21:00:00,-56.2,42.1,"44141",6,16.4,1,12.3,1
1997-12-05 17:00:00,-56.2,42.1,"44141",6,14.6,1,7.4,1
1997-12-04 10:00:00,-56.2,42.1,"44141",6,17,1,10.3,1
1997-12-03 13:00:00,-56.2,42.1,"44141",6,16.6,1,10,1
1997-12-08 08:00:00,-56.2,42.1,"44141",6,10.5,1,8.5,1
1997-12-07 07:00:00,-56.2,42.1,"44141",6,16.7,1,15.8,1
1997-12-03 17:00:00,-56.2,42.1,"44141",6,16.8,1,9.5,1
